id,group_id,lv,insert_type_1,hp_value1,hp_value2,mp_value1,mp_value2,insert_type_2,strength,vitality,agility,intelligence,spirit,magic,luck,insert_type_3,accuracy_rate,magic_evasion_rate,magical_times1,magical_times2,magical_times3,magical_times4,magical_times5,magical_times6,magical_times7,magical_times8
148,2,51,3,1,0,0,0,1,38,23,38,9,9,0,0,1,0,0,0,0,0,0,0,0,0,0
149,2,52,3,1,0,0,0,1,39,24,39,9,10,0,0,1,0,0,0,0,0,0,0,0,0,0
150,2,53,3,1,0,0,0,1,40,24,40,9,10,0,0,1,0,0,0,0,0,0,0,0,0,0
151,2,54,3,1,0,0,0,1,40,25,40,10,10,0,0,1,0,0,0,0,0,0,0,0,0,0
152,2,55,3,1,0,0,0,1,41,25,41,10,10,0,0,1,0,0,0,0,0,0,0,0,0,0
153,2,56,3,1,0,0,0,1,42,25,42,10,10,0,0,1,0,0,0,0,0,0,0,0,0,0
154,2,57,3,1,0,0,0,1,42,26,42,10,11,0,0,1,0,0,0,0,0,0,0,0,0,0
155,2,58,3,1,0,0,0,1,43,26,43,10,11,0,0,1,0,0,0,0,0,0,0,0,0,0
156,2,59,3,1,0,0,0,1,44,27,44,11,11,0,0,1,0,0,0,0,0,0,0,0,0,0
157,2,60,3,1,0,0,0,1,44,27,44,11,11,0,0,1,0,0,0,0,0,0,0,0,0,0
158,2,61,3,1,0,0,0,1,45,28,45,11,12,0,0,1,0,0,0,0,0,0,0,0,0,0
159,2,62,3,1,0,0,0,1,46,28,46,11,12,0,0,1,0,0,0,0,0,0,0,0,0,0
160,2,63,3,1,0,0,0,1,46,29,46,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0
161,2,64,3,1,0,0,0,1,47,29,47,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0
162,2,65,3,1,0,0,0,1,48,30,48,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0
163,2,66,3,1,0,0,0,1,48,30,48,12,13,0,0,1,0,0,0,0,0,0,0,0,0,0
164,2,67,3,1,0,0,0,1,49,30,49,13,13,0,0,1,0,0,0,0,0,0,0,0,0,0
165,2,68,3,1,0,0,0,1,50,31,50,13,13,0,0,1,0,0,0,0,0,0,0,0,0,0
166,2,69,3,1,0,0,0,1,50,31,50,13,13,0,0,1,0,0,0,0,0,0,0,0,0,0
167,2,70,3,1,0,0,0,1,51,32,51,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0
168,2,71,3,1,0,0,0,1,52,32,52,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0
169,2,72,3,1,0,0,0,1,52,33,52,14,14,0,0,1,0,0,0,0,0,0,0,0,0,0
170,2,73,3,1,0,0,0,1,53,33,53,14,14,0,0,1,0,0,0,0,0,0,0,0,0,0
171,2,74,3,1,0,0,0,1,54,34,54,14,14,0,0,1,0,0,0,0,0,0,0,0,0,0
172,2,75,3,1,0,0,0,1,54,34,54,14,15,0,0,1,0,0,0,0,0,0,0,0,0,0
173,2,76,3,1,0,0,0,1,55,35,55,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0
174,2,77,3,1,0,0,0,1,56,35,56,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0
175,2,78,3,1,0,0,0,1,56,35,56,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0
176,2,79,3,1,0,0,0,1,57,36,57,15,16,0,0,1,0,0,0,0,0,0,0,0,0,0
177,2,80,3,1,0,0,0,1,58,36,58,16,16,0,0,1,0,0,0,0,0,0,0,0,0,0
178,2,81,3,1,0,0,0,1,58,37,58,16,16,0,0,1,0,0,0,0,0,0,0,0,0,0
179,2,82,3,1,0,0,0,1,59,37,59,16,16,0,0,1,0,0,0,0,0,0,0,0,0,0
180,2,83,3,1,0,0,0,1,59,38,59,16,16,0,0,1,0,0,0,0,0,0,0,0,0,0
181,2,84,3,1,0,0,0,1,60,38,60,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0
182,2,85,3,1,0,0,0,1,61,39,61,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0
183,2,86,3,1,0,0,0,1,61,39,61,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0
184,2,87,3,1,0,0,0,1,62,40,62,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0
185,2,88,3,1,0,0,0,1,63,40,63,17,18,0,0,1,0,0,0,0,0,0,0,0,0,0
186,2,89,3,1,0,0,0,1,63,40,63,18,18,0,0,1,0,0,0,0,0,0,0,0,0,0
187,2,90,3,1,0,0,0,1,64,41,64,18,18,0,0,1,0,0,0,0,0,0,0,0,0,0
188,2,91,3,1,0,0,0,1,65,41,65,18,18,0,0,1,0,0,0,0,0,0,0,0,0,0
189,2,92,3,1,0,0,0,1,65,42,65,18,18,0,0,1,0,0,0,0,0,0,0,0,0,0
190,2,93,3,1,0,0,0,1,66,42,66,19,19,0,0,1,0,0,0,0,0,0,0,0,0,0
191,2,94,3,1,0,0,0,1,67,43,67,19,19,0,0,1,0,0,0,0,0,0,0,0,0,0
192,2,95,3,1,0,0,0,1,67,43,67,19,19,0,0,1,0,0,0,0,0,0,0,0,0,0
193,2,96,3,1,0,0,0,1,68,44,68,19,19,0,0,1,0,0,0,0,0,0,0,0,0,0
194,2,97,3,1,0,0,0,1,69,44,69,20,20,0,0,1,0,0,0,0,0,0,0,0,0,0
195,2,98,3,1,0,0,0,1,69,45,69,20,20,0,0,1,0,0,0,0,0,0,0,0,0,0
196,2,99,3,1,0,0,0,1,70,45,70,20,20,0,0,1,0,0,0,0,0,0,0,0,0,0
197,3,2,3,1,0,0,0,1,6,5,11,1,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
198,3,3,3,1,0,0,0,1,7,5,12,2,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
199,3,4,3,1,0,0,0,1,8,6,12,3,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
200,3,5,3,1,0,0,0,1,8,6,13,4,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
201,3,6,3,1,0,0,0,1,9,6,14,4,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
202,3,7,3,1,0,0,0,1,10,7,15,5,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
203,3,8,3,1,0,0,0,1,10,7,16,6,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
204,3,9,3,1,0,0,0,1,11,8,17,6,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
205,3,10,3,1,0,0,0,1,12,8,17,7,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
206,3,11,3,1,0,0,0,1,12,9,18,8,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
207,3,12,3,1,0,0,0,1,13,9,19,8,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
208,3,13,3,1,0,0,0,1,14,9,20,9,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
209,3,14,3,1,0,0,0,1,14,10,21,10,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
210,3,15,3,1,0,0,0,1,15,10,22,11,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
211,3,16,3,1,0,0,0,1,16,11,23,11,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
212,3,17,3,1,0,0,0,1,16,11,23,12,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
213,3,18,3,1,0,0,0,1,17,11,24,13,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
214,3,19,3,1,0,0,0,1,17,12,25,13,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
215,3,20,3,1,0,0,0,1,18,12,26,14,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
216,3,21,3,1,0,0,0,1,19,13,27,15,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
217,3,22,3,1,0,0,0,1,19,13,28,16,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
218,3,23,3,1,0,0,0,1,20,14,29,16,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
219,3,24,3,1,0,0,0,1,21,14,29,17,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
220,3,25,3,1,0,0,0,1,21,14,30,18,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
221,3,26,3,1,0,0,0,1,22,15,31,18,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
222,3,27,3,1,0,0,0,1,23,15,32,19,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
223,3,28,3,1,0,0,0,1,23,16,33,20,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
224,3,29,3,1,0,0,0,1,24,16,34,21,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
225,3,30,3,1,0,0,0,1,25,16,34,21,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
226,3,31,3,1,0,0,0,1,25,17,35,22,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
227,3,32,3,1,0,0,0,1,26,17,36,23,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
228,3,33,3,1,0,0,0,1,27,18,37,23,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
229,3,34,3,1,0,0,0,1,27,18,38,24,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
230,3,35,3,1,0,0,0,1,28,18,39,25,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
231,3,36,3,1,0,0,0,1,29,19,40,25,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
232,3,37,3,1,0,0,0,1,29,19,40,26,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
233,3,38,3,1,0,0,0,1,30,20,41,27,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
234,3,39,3,1,0,0,0,1,31,20,42,28,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
235,3,40,3,1,0,0,0,1,31,21,43,28,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
236,3,41,3,1,0,0,0,1,32,21,44,29,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
237,3,42,3,1,0,0,0,1,33,21,45,30,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
238,3,43,3,1,0,0,0,1,33,22,45,30,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
239,3,44,3,1,0,0,0,1,34,22,46,31,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
240,3,45,3,1,0,0,0,1,35,23,47,32,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
241,3,46,3,1,0,0,0,1,35,23,48,33,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
242,3,47,3,1,0,0,0,1,36,23,49,33,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
243,3,48,3,1,0,0,0,1,37,24,50,34,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
244,3,49,3,1,0,0,0,1,37,24,51,35,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
245,3,50,3,1,0,0,0,1,38,25,51,35,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
246,3,51,3,1,0,0,0,1,38,25,52,36,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
247,3,52,3,1,0,0,0,1,39,26,53,37,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
248,3,53,3,1,0,0,0,1,40,26,54,37,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
249,3,54,3,1,0,0,0,1,40,26,55,38,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
250,3,55,3,1,0,0,0,1,41,27,56,39,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
251,3,56,3,1,0,0,0,1,42,27,57,40,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
252,3,57,3,1,0,0,0,1,42,28,57,40,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
253,3,58,3,1,0,0,0,1,43,28,58,41,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
254,3,59,3,1,0,0,0,1,44,28,59,42,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
255,3,60,3,1,0,0,0,1,44,29,60,42,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
256,3,61,3,1,0,0,0,1,45,29,61,43,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
257,3,62,3,1,0,0,0,1,46,30,62,44,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
258,3,63,3,1,0,0,0,1,46,30,62,45,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
259,3,64,3,1,0,0,0,1,47,31,63,45,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
260,3,65,3,1,0,0,0,1,48,31,64,46,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
261,3,66,3,1,0,0,0,1,48,31,65,47,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
262,3,67,3,1,0,0,0,1,49,32,66,47,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
263,3,68,3,1,0,0,0,1,50,32,67,48,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
264,3,69,3,1,0,0,0,1,50,33,68,49,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
265,3,70,3,1,0,0,0,1,51,33,68,49,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
266,3,71,3,1,0,0,0,1,52,33,69,50,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
267,3,72,3,1,0,0,0,1,52,34,70,51,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
268,3,73,3,1,0,0,0,1,53,34,71,52,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
269,3,74,3,1,0,0,0,1,54,35,72,52,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
270,3,75,3,1,0,0,0,1,54,35,73,53,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
271,3,76,3,1,0,0,0,1,55,35,73,54,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
272,3,77,3,1,0,0,0,1,56,36,74,54,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
273,3,78,3,1,0,0,0,1,56,36,75,55,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
274,3,79,3,1,0,0,0,1,57,37,76,56,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
275,3,80,3,1,0,0,0,1,58,37,77,57,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
276,3,81,3,1,0,0,0,1,58,38,78,57,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
277,3,82,3,1,0,0,0,1,59,38,79,58,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
278,3,83,3,1,0,0,0,1,59,38,79,59,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
279,3,84,3,1,0,0,0,1,60,39,80,59,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
280,3,85,3,1,0,0,0,1,61,39,81,60,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
281,3,86,3,1,0,0,0,1,61,40,82,61,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
282,3,87,3,1,0,0,0,1,62,40,83,62,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
283,3,88,3,1,0,0,0,1,63,40,84,62,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
284,3,89,3,1,0,0,0,1,63,41,85,63,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
285,3,90,3,1,0,0,0,1,64,41,85,64,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
286,3,91,3,1,0,0,0,1,65,42,86,64,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
287,3,92,3,1,0,0,0,1,65,42,87,65,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
288,3,93,3,1,0,0,0,1,66,43,88,66,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
289,3,94,3,1,0,0,0,1,67,43,89,66,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
290,3,95,3,1,0,0,0,1,67,43,90,67,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
291,3,96,3,1,0,0,0,1,68,44,90,68,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
292,3,97,3,1,0,0,0,1,69,44,91,69,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
293,3,98,3,1,0,0,0,1,69,45,92,69,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
294,3,99,3,1,0,0,0,1,70,45,93,70,-4,0,0,1,0,0,0,0,0,0,0,0,0,0
295,4,2,3,1,0,0,0,1,6,3,6,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
296,4,3,3,1,0,0,0,1,7,4,7,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
297,4,4,3,1,0,0,0,1,8,5,8,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
298,4,5,3,1,0,0,0,1,8,5,8,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
299,4,6,3,1,0,0,0,1,9,6,9,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
300,4,7,3,1,0,0,0,1,10,7,10,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
301,4,8,3,1,0,0,0,1,11,7,10,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
302,4,9,3,1,0,0,0,1,12,8,11,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
303,4,10,3,1,0,0,0,1,13,9,12,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
304,4,11,3,1,0,0,0,1,14,9,12,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
305,4,12,3,1,0,0,0,1,15,10,13,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
306,4,13,3,1,0,0,0,1,16,11,14,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
307,4,14,3,1,0,0,0,1,17,11,14,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
308,4,15,3,1,0,0,0,1,17,12,15,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
309,4,16,3,1,0,0,0,1,18,13,16,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
310,4,17,3,1,0,0,0,1,19,13,16,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
311,4,18,3,1,0,0,0,1,20,14,17,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
312,4,19,3,1,0,0,0,1,21,15,17,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
313,4,20,3,1,0,0,0,1,22,15,18,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
314,4,21,3,1,0,0,0,1,23,16,19,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
315,4,22,3,1,0,0,0,1,24,17,19,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
316,4,23,3,1,0,0,0,1,25,17,20,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
317,4,24,3,1,0,0,0,1,26,18,21,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
318,4,25,3,1,0,0,0,1,26,19,21,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
319,4,26,3,1,0,0,0,1,27,19,22,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
320,4,27,3,1,0,0,0,1,28,20,23,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
321,4,28,3,1,0,0,0,1,29,21,23,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
322,4,29,3,1,0,0,0,1,30,21,24,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
323,4,30,3,1,0,0,0,1,31,22,25,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
324,4,31,3,1,0,0,0,1,32,23,25,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
325,4,32,3,1,0,0,0,1,33,23,26,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
326,4,33,3,1,0,0,0,1,34,24,27,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
327,4,34,3,1,0,0,0,1,35,25,27,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
328,4,35,3,1,0,0,0,1,35,25,28,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
329,4,36,3,1,0,0,0,1,36,26,29,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
330,4,37,3,1,0,0,0,1,37,27,29,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
331,4,38,3,1,0,0,0,1,38,27,30,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
332,4,39,3,1,0,0,0,1,39,28,31,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
333,4,40,3,1,0,0,0,1,40,29,31,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
334,4,41,3,1,0,0,0,1,41,29,32,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
335,4,42,3,1,0,0,0,1,42,30,33,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
336,4,43,3,1,0,0,0,1,43,31,33,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
337,4,44,3,1,0,0,0,1,44,31,34,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
338,4,45,3,1,0,0,0,1,44,32,35,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
339,4,46,3,1,0,0,0,1,45,33,35,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
340,4,47,3,1,0,0,0,1,46,33,36,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
341,4,48,3,1,0,0,0,1,47,34,37,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
342,4,49,3,1,0,0,0,1,48,35,37,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
343,4,50,3,1,0,0,0,1,49,35,38,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
344,4,51,3,1,0,0,0,1,50,36,38,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
345,4,52,3,1,0,0,0,1,51,37,39,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
346,4,53,3,1,0,0,0,1,52,37,40,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
347,4,54,3,1,0,0,0,1,53,38,40,-4,-3,0,0,1,0,0,0,0,0,0,0,0,0,0
